plasma-lendingvault	plasma	9745	0xd1074E0AE85610dDBA0147e29eBe0D8E5873a000
syntropia-v1	ethereum	1	0x1b2cb79a4564206f53ba80b4d780f251b4ae6765
syntropia-v2	ethereum	1	0xd17049ed25d8f99fe3bfd10cef2263da9995cfd8
syntropia-v3	ethereum	1	0x8df3deba711ae4a9af16cbca5e4fbb1402f036d5
stablehodl-pool	ethereum	1	0x109D3042a3c682F94107b3818e93b3aDE2A47544
infrared-factory	berachain	80094	0xb71b3DaEA39012Fb0f2B14D2a9C86da9292fC126
